"Statistic Label","Year","County","Sex","UNIT","VALUE"
"Mean Weekly Earnings","2024","Co. Westmeath","Female","Euro","764.28"
"Mean Weekly Earnings","2024","Co. Wexford","Both sexes","Euro","784.14"
"Mean Weekly Earnings","2024","Co. Wexford","Male","Euro","874.36"
"Mean Weekly Earnings","2024","Co. Wexford","Female","Euro","696.1"
"Mean Weekly Earnings","2024","Ireland","Both sexes","Euro","942.73"
"Mean Weekly Earnings","2024","Ireland","Male","Euro","1061.44"
"Mean Weekly Earnings","2024","Ireland","Female","Euro","823.02"
"Median Weekly Earnings","2011","Co. Clare","Both sexes","Euro","520.52"
"Median Weekly Earnings","2011","Co. Clare","Male","Euro","599.81"
"Median Weekly Earnings","2011","Co. Clare","Female","Euro","458.76"
"Median Weekly Earnings","2011","Co. Cork","Both sexes","Euro","534.82"
"Median Weekly Earnings","2011","Co. Cork","Male","Euro","619.39"
"Median Weekly Earnings","2011","Co. Cork","Female","Euro","457.26"
"Median Weekly Earnings","2011","Co. Cavan","Both sexes","Euro","495.53"
"Median Weekly Earnings","2011","Co. Cavan","Male","Euro","544.86"
"Median Weekly Earnings","2011","Co. Cavan","Female","Euro","441.6"
"Median Weekly Earnings","2011","Co. Carlow","Both sexes","Euro","493.89"
"Median Weekly Earnings","2011","Co. Carlow","Male","Euro","554.77"
"Median Weekly Earnings","2011","Co. Carlow","Female","Euro","424.56"
"Median Weekly Earnings","2011","Co. Donegal","Both sexes","Euro","416.2"
"Median Weekly Earnings","2011","Co. Donegal","Male","Euro","450"
"Median Weekly Earnings","2011","Co. Donegal","Female","Euro","378.02"
"Median Weekly Earnings","2011","Co. Dublin","Both sexes","Euro","579.3"
"Median Weekly Earnings","2011","Co. Dublin","Male","Euro","652.41"
"Median Weekly Earnings","2011","Co. Dublin","Female","Euro","515.73"
"Median Weekly Earnings","2011","Co. Galway","Both sexes","Euro","523.51"
"Median Weekly Earnings","2011","Co. Galway","Male","Euro","571.31"
"Median Weekly Earnings","2011","Co. Galway","Female","Euro","484.16"
"Median Weekly Earnings","2011","Co. Kildare","Both sexes","Euro","577.42"
"Median Weekly Earnings","2011","Co. Kildare","Male","Euro","667.92"
"Median Weekly Earnings","2011","Co. Kildare","Female","Euro","492.79"
"Median Weekly Earnings","2011","Co. Kilkenny","Both sexes","Euro","527.42"
"Median Weekly Earnings","2011","Co. Kilkenny","Male","Euro","589.29"
"Median Weekly Earnings","2011","Co. Kilkenny","Female","Euro","467.59"
"Median Weekly Earnings","2011","Co. Kerry","Both sexes","Euro","459.16"
"Median Weekly Earnings","2011","Co. Kerry","Male","Euro","514.95"
"Median Weekly Earnings","2011","Co. Kerry","Female","Euro","407.23"
"Median Weekly Earnings","2011","Co. Longford","Both sexes","Euro","487.04"
"Median Weekly Earnings","2011","Co. Longford","Male","Euro","534.01"
"Median Weekly Earnings","2011","Co. Longford","Female","Euro","441"
"Median Weekly Earnings","2011","Co. Louth","Both sexes","Euro","503.62"
"Median Weekly Earnings","2011","Co. Louth","Male","Euro","575.2"
"Median Weekly Earnings","2011","Co. Louth","Female","Euro","439.06"
"Median Weekly Earnings","2011","Co. Limerick","Both sexes","Euro","527.73"
"Median Weekly Earnings","2011","Co. Limerick","Male","Euro","599.28"
"Median Weekly Earnings","2011","Co. Limerick","Female","Euro","461.6"
"Median Weekly Earnings","2011","Co. Leitrim","Both sexes","Euro","503.94"
"Median Weekly Earnings","2011","Co. Leitrim","Male","Euro","537.44"
"Median Weekly Earnings","2011","Co. Leitrim","Female","Euro","472.56"
"Median Weekly Earnings","2011","Co. Laois","Both sexes","Euro","540.69"
"Median Weekly Earnings","2011","Co. Laois","Male","Euro","604.59"
"Median Weekly Earnings","2011","Co. Laois","Female","Euro","480.77"
"Median Weekly Earnings","2011","Co. Meath","Both sexes","Euro","566.56"
"Median Weekly Earnings","2011","Co. Meath","Male","Euro","658.43"
"Median Weekly Earnings","2011","Co. Meath","Female","Euro","487.72"
"Median Weekly Earnings","2011","Co. Monaghan","Both sexes","Euro","452.83"
"Median Weekly Earnings","2011","Co. Monaghan","Male","Euro","484.68"
"Median Weekly Earnings","2011","Co. Monaghan","Female","Euro","418.19"
"Median Weekly Earnings","2011","Co. Mayo","Both sexes","Euro","476.26"
"Median Weekly Earnings","2011","Co. Mayo","Male","Euro","528.91"
"Median Weekly Earnings","2011","Co. Mayo","Female","Euro","430.37"
"Median Weekly Earnings","2011","Co. Offaly","Both sexes","Euro","515.71"
"Median Weekly Earnings","2011","Co. Offaly","Male","Euro","576.92"
"Median Weekly Earnings","2011","Co. Offaly","Female","Euro","450.87"
"Median Weekly Earnings","2011","Co. Roscommon","Both sexes","Euro","523.25"
"Median Weekly Earnings","2011","Co. Roscommon","Male","Euro","575.07"
"Median Weekly Earnings","2011","Co. Roscommon","Female","Euro","469.62"
"Median Weekly Earnings","2011","Co. Sligo","Both sexes","Euro","517.75"
"Median Weekly Earnings","2011","Co. Sligo","Male","Euro","560.8"
"Median Weekly Earnings","2011","Co. Sligo","Female","Euro","484.33"
"Median Weekly Earnings","2011","Co. Tipperary","Both sexes","Euro","506.61"
"Median Weekly Earnings","2011","Co. Tipperary","Male","Euro","575.88"
"Median Weekly Earnings","2011","Co. Tipperary","Female","Euro","443.25"
"Median Weekly Earnings","2011","Co. Waterford","Both sexes","Euro","508.41"
"Median Weekly Earnings","2011","Co. Waterford","Male","Euro","590.43"
"Median Weekly Earnings","2011","Co. Waterford","Female","Euro","435.59"
"Median Weekly Earnings","2011","Co. Wicklow","Both sexes","Euro","547.91"
"Median Weekly Earnings","2011","Co. Wicklow","Male","Euro","645.1"
"Median Weekly Earnings","2011","Co. Wicklow","Female","Euro","469.35"
"Median Weekly Earnings","2011","Co. Westmeath","Both sexes","Euro","531.77"
"Median Weekly Earnings","2011","Co. Westmeath","Male","Euro","603.48"
"Median Weekly Earnings","2011","Co. Westmeath","Female","Euro","458.56"
"Median Weekly Earnings","2011","Co. Wexford","Both sexes","Euro","468.8"
"Median Weekly Earnings","2011","Co. Wexford","Male","Euro","532.73"
"Median Weekly Earnings","2011","Co. Wexford","Female","Euro","411.56"
"Median Weekly Earnings","2011","Ireland","Both sexes","Euro","534.84"
"Median Weekly Earnings","2011","Ireland","Male","Euro","603.63"
"Median Weekly Earnings","2011","Ireland","Female","Euro","471.94"
"Median Weekly Earnings","2012","Co. Clare","Both sexes","Euro","513.43"
"Median Weekly Earnings","2012","Co. Clare","Male","Euro","592.63"
"Median Weekly Earnings","2012","Co. Clare","Female","Euro","455.42"
"Median Weekly Earnings","2012","Co. Cork","Both sexes","Euro","530.71"
"Median Weekly Earnings","2012","Co. Cork","Male","Euro","614.63"
"Median Weekly Earnings","2012","Co. Cork","Female","Euro","453.31"
"Median Weekly Earnings","2012","Co. Cavan","Both sexes","Euro","488.48"
"Median Weekly Earnings","2012","Co. Cavan","Male","Euro","538.16"
"Median Weekly Earnings","2012","Co. Cavan","Female","Euro","439.72"
"Median Weekly Earnings","2012","Co. Carlow","Both sexes","Euro","487.91"
"Median Weekly Earnings","2012","Co. Carlow","Male","Euro","540"
"Median Weekly Earnings","2012","Co. Carlow","Female","Euro","419.31"
"Median Weekly Earnings","2012","Co. Donegal","Both sexes","Euro","415.38"
"Median Weekly Earnings","2012","Co. Donegal","Male","Euro","446.4"
"Median Weekly Earnings","2012","Co. Donegal","Female","Euro","378.13"
"Median Weekly Earnings","2012","Co. Dublin","Both sexes","Euro","574.26"
"Median Weekly Earnings","2012","Co. Dublin","Male","Euro","639.87"
"Median Weekly Earnings","2012","Co. Dublin","Female","Euro","513.27"
"Median Weekly Earnings","2012","Co. Galway","Both sexes","Euro","507.39"
"Median Weekly Earnings","2012","Co. Galway","Male","Euro","549.42"
"Median Weekly Earnings","2012","Co. Galway","Female","Euro","471.58"
"Median Weekly Earnings","2012","Co. Kildare","Both sexes","Euro","566.86"
"Median Weekly Earnings","2012","Co. Kildare","Male","Euro","649.39"
"Median Weekly Earnings","2012","Co. Kildare","Female","Euro","486.98"
"Median Weekly Earnings","2012","Co. Kilkenny","Both sexes","Euro","518.84"
"Median Weekly Earnings","2012","Co. Kilkenny","Male","Euro","578.79"
"Median Weekly Earnings","2012","Co. Kilkenny","Female","Euro","465.24"
"Median Weekly Earnings","2012","Co. Kerry","Both sexes","Euro","452.37"
"Median Weekly Earnings","2012","Co. Kerry","Male","Euro","506.56"
"Median Weekly Earnings","2012","Co. Kerry","Female","Euro","400"
"Median Weekly Earnings","2012","Co. Longford","Both sexes","Euro","476.32"
"Median Weekly Earnings","2012","Co. Longford","Male","Euro","511.43"
"Median Weekly Earnings","2012","Co. Longford","Female","Euro","432.36"
"Median Weekly Earnings","2012","Co. Louth","Both sexes","Euro","504.43"
"Median Weekly Earnings","2012","Co. Louth","Male","Euro","566.3"
"Median Weekly Earnings","2012","Co. Louth","Female","Euro","444.38"
"Median Weekly Earnings","2012","Co. Limerick","Both sexes","Euro","516.79"
"Median Weekly Earnings","2012","Co. Limerick","Male","Euro","585"
"Median Weekly Earnings","2012","Co. Limerick","Female","Euro","451.89"
"Median Weekly Earnings","2012","Co. Leitrim","Both sexes","Euro","482.94"
"Median Weekly Earnings","2012","Co. Leitrim","Male","Euro","518.29"
"Median Weekly Earnings","2012","Co. Leitrim","Female","Euro","453.89"
"Median Weekly Earnings","2012","Co. Laois","Both sexes","Euro","532.4"
"Median Weekly Earnings","2012","Co. Laois","Male","Euro","595.67"
"Median Weekly Earnings","2012","Co. Laois","Female","Euro","473.85"
"Median Weekly Earnings","2012","Co. Meath","Both sexes","Euro","559.64"
"Median Weekly Earnings","2012","Co. Meath","Male","Euro","640"
"Median Weekly Earnings","2012","Co. Meath","Female","Euro","483.77"
"Median Weekly Earnings","2012","Co. Monaghan","Both sexes","Euro","448"
"Median Weekly Earnings","2012","Co. Monaghan","Male","Euro","479.02"
"Median Weekly Earnings","2012","Co. Monaghan","Female","Euro","414.71"
"Median Weekly Earnings","2012","Co. Mayo","Both sexes","Euro","466.03"
"Median Weekly Earnings","2012","Co. Mayo","Male","Euro","519.67"
"Median Weekly Earnings","2012","Co. Mayo","Female","Euro","415.85"
"Median Weekly Earnings","2012","Co. Offaly","Both sexes","Euro","506.11"
"Median Weekly Earnings","2012","Co. Offaly","Male","Euro","559.51"
"Median Weekly Earnings","2012","Co. Offaly","Female","Euro","444.5"
"Median Weekly Earnings","2012","Co. Roscommon","Both sexes","Euro","500"
"Median Weekly Earnings","2012","Co. Roscommon","Male","Euro","547.81"
"Median Weekly Earnings","2012","Co. Roscommon","Female","Euro","454"
"Median Weekly Earnings","2012","Co. Sligo","Both sexes","Euro","514.76"
"Median Weekly Earnings","2012","Co. Sligo","Male","Euro","550.84"
"Median Weekly Earnings","2012","Co. Sligo","Female","Euro","480.77"
"Median Weekly Earnings","2012","Co. Tipperary","Both sexes","Euro","500"
"Median Weekly Earnings","2012","Co. Tipperary","Male","Euro","560"
"Median Weekly Earnings","2012","Co. Tipperary","Female","Euro","437.95"
"Median Weekly Earnings","2012","Co. Waterford","Both sexes","Euro","494.48"
"Median Weekly Earnings","2012","Co. Waterford","Male","Euro","580.1"
"Median Weekly Earnings","2012","Co. Waterford","Female","Euro","421.4"
"Median Weekly Earnings","2012","Co. Wicklow","Both sexes","Euro","535.49"
"Median Weekly Earnings","2012","Co. Wicklow","Male","Euro","627.18"
"Median Weekly Earnings","2012","Co. Wicklow","Female","Euro","459.8"
"Median Weekly Earnings","2012","Co. Westmeath","Both sexes","Euro","516.95"
"Median Weekly Earnings","2012","Co. Westmeath","Male","Euro","584.99"
"Median Weekly Earnings","2012","Co. Westmeath","Female","Euro","449.73"
"Median Weekly Earnings","2012","Co. Wexford","Both sexes","Euro","461.53"
"Median Weekly Earnings","2012","Co. Wexford","Male","Euro","519.68"
"Median Weekly Earnings","2012","Co. Wexford","Female","Euro","407.74"
"Median Weekly Earnings","2012","Ireland","Both sexes","Euro","527.06"
"Median Weekly Earnings","2012","Ireland","Male","Euro","591.5"
"Median Weekly Earnings","2012","Ireland","Female","Euro","466.67"
"Median Weekly Earnings","2013","Co. Clare","Both sexes","Euro","515.96"
"Median Weekly Earnings","2013","Co. Clare","Male","Euro","588.31"
"Median Weekly Earnings","2013","Co. Clare","Female","Euro","459.27"
"Median Weekly Earnings","2013","Co. Cork","Both sexes","Euro","537.83"
"Median Weekly Earnings","2013","Co. Cork","Male","Euro","617.47"
"Median Weekly Earnings","2013","Co. Cork","Female","Euro","460"
"Median Weekly Earnings","2013","Co. Cavan","Both sexes","Euro","491.23"
"Median Weekly Earnings","2013","Co. Cavan","Male","Euro","538.35"
"Median Weekly Earnings","2013","Co. Cavan","Female","Euro","436.33"
"Median Weekly Earnings","2013","Co. Carlow","Both sexes","Euro","493.39"
"Median Weekly Earnings","2013","Co. Carlow","Male","Euro","548.71"
"Median Weekly Earnings","2013","Co. Carlow","Female","Euro","419.06"
"Median Weekly Earnings","2013","Co. Donegal","Both sexes","Euro","410.37"
"Median Weekly Earnings","2013","Co. Donegal","Male","Euro","440"
"Median Weekly Earnings","2013","Co. Donegal","Female","Euro","374.29"
"Median Weekly Earnings","2013","Co. Dublin","Both sexes","Euro","574.31"
"Median Weekly Earnings","2013","Co. Dublin","Male","Euro","636.52"
"Median Weekly Earnings","2013","Co. Dublin","Female","Euro","515.23"
"Median Weekly Earnings","2013","Co. Galway","Both sexes","Euro","514.75"
"Median Weekly Earnings","2013","Co. Galway","Male","Euro","555.83"
"Median Weekly Earnings","2013","Co. Galway","Female","Euro","477.63"
"Median Weekly Earnings","2013","Co. Kildare","Both sexes","Euro","571.27"
"Median Weekly Earnings","2013","Co. Kildare","Male","Euro","650.96"
"Median Weekly Earnings","2013","Co. Kildare","Female","Euro","490.8"
"Median Weekly Earnings","2013","Co. Kilkenny","Both sexes","Euro","522.12"
"Median Weekly Earnings","2013","Co. Kilkenny","Male","Euro","577.58"
"Median Weekly Earnings","2013","Co. Kilkenny","Female","Euro","471.25"
"Median Weekly Earnings","2013","Co. Kerry","Both sexes","Euro","454.52"
"Median Weekly Earnings","2013","Co. Kerry","Male","Euro","510.33"
"Median Weekly Earnings","2013","Co. Kerry","Female","Euro","401.57"
"Median Weekly Earnings","2013","Co. Longford","Both sexes","Euro","487.48"
"Median Weekly Earnings","2013","Co. Longford","Male","Euro","523.42"
"Median Weekly Earnings","2013","Co. Longford","Female","Euro","444.69"
"Median Weekly Earnings","2013","Co. Louth","Both sexes","Euro","498.25"
"Median Weekly Earnings","2013","Co. Louth","Male","Euro","557.24"
"Median Weekly Earnings","2013","Co. Louth","Female","Euro","437.12"
"Median Weekly Earnings","2013","Co. Limerick","Both sexes","Euro","519.72"
"Median Weekly Earnings","2013","Co. Limerick","Male","Euro","585.92"
"Median Weekly Earnings","2013","Co. Limerick","Female","Euro","452.27"
"Median Weekly Earnings","2013","Co. Leitrim","Both sexes","Euro","490.12"
"Median Weekly Earnings","2013","Co. Leitrim","Male","Euro","515.73"
"Median Weekly Earnings","2013","Co. Leitrim","Female","Euro","457.96"
"Median Weekly Earnings","2013","Co. Laois","Both sexes","Euro","537.03"
"Median Weekly Earnings","2013","Co. Laois","Male","Euro","589.71"
"Median Weekly Earnings","2013","Co. Laois","Female","Euro","478.02"
"Median Weekly Earnings","2013","Co. Meath","Both sexes","Euro","562.63"
"Median Weekly Earnings","2013","Co. Meath","Male","Euro","639.47"
"Median Weekly Earnings","2013","Co. Meath","Female","Euro","489.47"
"Median Weekly Earnings","2013","Co. Monaghan","Both sexes","Euro","449"
"Median Weekly Earnings","2013","Co. Monaghan","Male","Euro","478.32"
"Median Weekly Earnings","2013","Co. Monaghan","Female","Euro","412.61"
"Median Weekly Earnings","2013","Co. Mayo","Both sexes","Euro","470.02"
"Median Weekly Earnings","2013","Co. Mayo","Male","Euro","523.54"
"Median Weekly Earnings","2013","Co. Mayo","Female","Euro","419.43"
"Median Weekly Earnings","2013","Co. Offaly","Both sexes","Euro","512.15"
"Median Weekly Earnings","2013","Co. Offaly","Male","Euro","569.62"
"Median Weekly Earnings","2013","Co. Offaly","Female","Euro","446.33"
"Median Weekly Earnings","2013","Co. Roscommon","Both sexes","Euro","504.88"
"Median Weekly Earnings","2013","Co. Roscommon","Male","Euro","550.88"
"Median Weekly Earnings","2013","Co. Roscommon","Female","Euro","460.46"
"Median Weekly Earnings","2013","Co. Sligo","Both sexes","Euro","514.77"
"Median Weekly Earnings","2013","Co. Sligo","Male","Euro","548.38"
"Median Weekly Earnings","2013","Co. Sligo","Female","Euro","480.76"
"Median Weekly Earnings","2013","Co. Tipperary","Both sexes","Euro","500.98"
"Median Weekly Earnings","2013","Co. Tipperary","Male","Euro","558.82"
"Median Weekly Earnings","2013","Co. Tipperary","Female","Euro","437.7"
"Median Weekly Earnings","2013","Co. Waterford","Both sexes","Euro","500.15"
"Median Weekly Earnings","2013","Co. Waterford","Male","Euro","579.59"
"Median Weekly Earnings","2013","Co. Waterford","Female","Euro","431.63"
"Median Weekly Earnings","2013","Co. Wicklow","Both sexes","Euro","538.12"
"Median Weekly Earnings","2013","Co. Wicklow","Male","Euro","619.38"
"Median Weekly Earnings","2013","Co. Wicklow","Female","Euro","462.94"
"Median Weekly Earnings","2013","Co. Westmeath","Both sexes","Euro","523.56"
"Median Weekly Earnings","2013","Co. Westmeath","Male","Euro","583.23"
"Median Weekly Earnings","2013","Co. Westmeath","Female","Euro","460.23"
"Median Weekly Earnings","2013","Co. Wexford","Both sexes","Euro","468"
"Median Weekly Earnings","2013","Co. Wexford","Male","Euro","519.81"
"Median Weekly Earnings","2013","Co. Wexford","Female","Euro","409.07"
"Median Weekly Earnings","2013","Ireland","Both sexes","Euro","530"
"Median Weekly Earnings","2013","Ireland","Male","Euro","590.63"
"Median Weekly Earnings","2013","Ireland","Female","Euro","469.74"
"Median Weekly Earnings","2014","Co. Clare","Both sexes","Euro","522.5"
"Median Weekly Earnings","2014","Co. Clare","Male","Euro","592.09"
"Median Weekly Earnings","2014","Co. Clare","Female","Euro","462.62"
"Median Weekly Earnings","2014","Co. Cork","Both sexes","Euro","536.73"
"Median Weekly Earnings","2014","Co. Cork","Male","Euro","614.77"
"Median Weekly Earnings","2014","Co. Cork","Female","Euro","458.96"
"Median Weekly Earnings","2014","Co. Cavan","Both sexes","Euro","492.25"
"Median Weekly Earnings","2014","Co. Cavan","Male","Euro","535.09"
"Median Weekly Earnings","2014","Co. Cavan","Female","Euro","440.86"
"Median Weekly Earnings","2014","Co. Carlow","Both sexes","Euro","497.62"
"Median Weekly Earnings","2014","Co. Carlow","Male","Euro","548.71"
"Median Weekly Earnings","2014","Co. Carlow","Female","Euro","422.15"
"Median Weekly Earnings","2014","Co. Donegal","Both sexes","Euro","412.49"
"Median Weekly Earnings","2014","Co. Donegal","Male","Euro","442.31"
"Median Weekly Earnings","2014","Co. Donegal","Female","Euro","378.19"
"Median Weekly Earnings","2014","Co. Dublin","Both sexes","Euro","572.63"
"Median Weekly Earnings","2014","Co. Dublin","Male","Euro","630.83"
"Median Weekly Earnings","2014","Co. Dublin","Female","Euro","514.12"
"Median Weekly Earnings","2014","Co. Galway","Both sexes","Euro","527.38"
"Median Weekly Earnings","2014","Co. Galway","Male","Euro","565.34"
"Median Weekly Earnings","2014","Co. Galway","Female","Euro","488.25"
"Median Weekly Earnings","2014","Co. Kildare","Both sexes","Euro","571.17"
"Median Weekly Earnings","2014","Co. Kildare","Male","Euro","641.26"
"Median Weekly Earnings","2014","Co. Kildare","Female","Euro","492.37"
"Median Weekly Earnings","2014","Co. Kilkenny","Both sexes","Euro","523.07"
"Median Weekly Earnings","2014","Co. Kilkenny","Male","Euro","577.67"
"Median Weekly Earnings","2014","Co. Kilkenny","Female","Euro","468.71"
"Median Weekly Earnings","2014","Co. Kerry","Both sexes","Euro","456.08"
"Median Weekly Earnings","2014","Co. Kerry","Male","Euro","508.23"
"Median Weekly Earnings","2014","Co. Kerry","Female","Euro","401.72"
"Median Weekly Earnings","2014","Co. Longford","Both sexes","Euro","483.4"
"Median Weekly Earnings","2014","Co. Longford","Male","Euro","518.73"
"Median Weekly Earnings","2014","Co. Longford","Female","Euro","437.68"
"Median Weekly Earnings","2014","Co. Louth","Both sexes","Euro","503.44"
"Median Weekly Earnings","2014","Co. Louth","Male","Euro","562.6"
"Median Weekly Earnings","2014","Co. Louth","Female","Euro","441.33"
"Median Weekly Earnings","2014","Co. Limerick","Both sexes","Euro","518.38"
"Median Weekly Earnings","2014","Co. Limerick","Male","Euro","579.97"
"Median Weekly Earnings","2014","Co. Limerick","Female","Euro","452.56"
"Median Weekly Earnings","2014","Co. Leitrim","Both sexes","Euro","487.43"
"Median Weekly Earnings","2014","Co. Leitrim","Male","Euro","514.85"
"Median Weekly Earnings","2014","Co. Leitrim","Female","Euro","461.27"
"Median Weekly Earnings","2014","Co. Laois","Both sexes","Euro","533.96"
"Median Weekly Earnings","2014","Co. Laois","Male","Euro","587.23"
"Median Weekly Earnings","2014","Co. Laois","Female","Euro","474.36"
"Median Weekly Earnings","2014","Co. Meath","Both sexes","Euro","561.67"
"Median Weekly Earnings","2014","Co. Meath","Male","Euro","634.7"
"Median Weekly Earnings","2014","Co. Meath","Female","Euro","486.09"
"Median Weekly Earnings","2014","Co. Monaghan","Both sexes","Euro","450.6"
"Median Weekly Earnings","2014","Co. Monaghan","Male","Euro","477.76"
"Median Weekly Earnings","2014","Co. Monaghan","Female","Euro","411"
"Median Weekly Earnings","2014","Co. Mayo","Both sexes","Euro","471.59"
"Median Weekly Earnings","2014","Co. Mayo","Male","Euro","522.74"
"Median Weekly Earnings","2014","Co. Mayo","Female","Euro","422.19"
"Median Weekly Earnings","2014","Co. Offaly","Both sexes","Euro","511.63"
"Median Weekly Earnings","2014","Co. Offaly","Male","Euro","561.44"
"Median Weekly Earnings","2014","Co. Offaly","Female","Euro","449"
"Median Weekly Earnings","2014","Co. Roscommon","Both sexes","Euro","504.01"
"Median Weekly Earnings","2014","Co. Roscommon","Male","Euro","549.87"
"Median Weekly Earnings","2014","Co. Roscommon","Female","Euro","465.42"
"Median Weekly Earnings","2014","Co. Sligo","Both sexes","Euro","506.97"
"Median Weekly Earnings","2014","Co. Sligo","Male","Euro","546.48"
"Median Weekly Earnings","2014","Co. Sligo","Female","Euro","474.79"
"Median Weekly Earnings","2014","Co. Tipperary","Both sexes","Euro","503.79"
"Median Weekly Earnings","2014","Co. Tipperary","Male","Euro","556.45"
"Median Weekly Earnings","2014","Co. Tipperary","Female","Euro","442.6"
"Median Weekly Earnings","2014","Co. Waterford","Both sexes","Euro","495.4"
"Median Weekly Earnings","2014","Co. Waterford","Male","Euro","573"
"Median Weekly Earnings","2014","Co. Waterford","Female","Euro","422.4"
"Median Weekly Earnings","2014","Co. Wicklow","Both sexes","Euro","536.88"
"Median Weekly Earnings","2014","Co. Wicklow","Male","Euro","615.54"
"Median Weekly Earnings","2014","Co. Wicklow","Female","Euro","461.83"
"Median Weekly Earnings","2014","Co. Westmeath","Both sexes","Euro","522.79"
"Median Weekly Earnings","2014","Co. Westmeath","Male","Euro","579.51"
"Median Weekly Earnings","2014","Co. Westmeath","Female","Euro","460.22"
"Median Weekly Earnings","2014","Co. Wexford","Both sexes","Euro","466.55"
"Median Weekly Earnings","2014","Co. Wexford","Male","Euro","515"
"Median Weekly Earnings","2014","Co. Wexford","Female","Euro","407.87"
"Median Weekly Earnings","2014","Ireland","Both sexes","Euro","530.21"
"Median Weekly Earnings","2014","Ireland","Male","Euro","587.52"
"Median Weekly Earnings","2014","Ireland","Female","Euro","469.85"
"Median Weekly Earnings","2015","Co. Clare","Both sexes","Euro","523.68"
"Median Weekly Earnings","2015","Co. Clare","Male","Euro","591.65"
"Median Weekly Earnings","2015","Co. Clare","Female","Euro","465.56"
"Median Weekly Earnings","2015","Co. Cork","Both sexes","Euro","543.27"
"Median Weekly Earnings","2015","Co. Cork","Male","Euro","620.38"
"Median Weekly Earnings","2015","Co. Cork","Female","Euro","465.13"
"Median Weekly Earnings","2015","Co. Cavan","Both sexes","Euro","499.98"
"Median Weekly Earnings","2015","Co. Cavan","Male","Euro","545.08"
"Median Weekly Earnings","2015","Co. Cavan","Female","Euro","445.64"
"Median Weekly Earnings","2015","Co. Carlow","Both sexes","Euro","499.66"
"Median Weekly Earnings","2015","Co. Carlow","Male","Euro","546.17"
"Median Weekly Earnings","2015","Co. Carlow","Female","Euro","426.86"
"Median Weekly Earnings","2015","Co. Donegal","Both sexes","Euro","417.54"
"Median Weekly Earnings","2015","Co. Donegal","Male","Euro","451.57"
"Median Weekly Earnings","2015","Co. Donegal","Female","Euro","377.1"
"Median Weekly Earnings","2015","Co. Dublin","Both sexes","Euro","576.6"
"Median Weekly Earnings","2015","Co. Dublin","Male","Euro","633.37"
"Median Weekly Earnings","2015","Co. Dublin","Female","Euro","516.74"
"Median Weekly Earnings","2015","Co. Galway","Both sexes","Euro","525.19"
"Median Weekly Earnings","2015","Co. Galway","Male","Euro","565.23"
"Median Weekly Earnings","2015","Co. Galway","Female","Euro","483.5"
"Median Weekly Earnings","2015","Co. Kildare","Both sexes","Euro","576.9"
"Median Weekly Earnings","2015","Co. Kildare","Male","Euro","648.71"
"Median Weekly Earnings","2015","Co. Kildare","Female","Euro","498.96"
"Median Weekly Earnings","2015","Co. Kilkenny","Both sexes","Euro","531.11"
"Median Weekly Earnings","2015","Co. Kilkenny","Male","Euro","577.29"
"Median Weekly Earnings","2015","Co. Kilkenny","Female","Euro","480.75"
"Median Weekly Earnings","2015","Co. Kerry","Both sexes","Euro","457.83"
"Median Weekly Earnings","2015","Co. Kerry","Male","Euro","515.71"
"Median Weekly Earnings","2015","Co. Kerry","Female","Euro","402.66"
"Median Weekly Earnings","2015","Co. Longford","Both sexes","Euro","487.35"
"Median Weekly Earnings","2015","Co. Longford","Male","Euro","524.9"
"Median Weekly Earnings","2015","Co. Longford","Female","Euro","440.45"
"Median Weekly Earnings","2015","Co. Louth","Both sexes","Euro","508.34"
"Median Weekly Earnings","2015","Co. Louth","Male","Euro","566.09"
"Median Weekly Earnings","2015","Co. Louth","Female","Euro","448.42"
"Median Weekly Earnings","2015","Co. Limerick","Both sexes","Euro","521.76"
"Median Weekly Earnings","2015","Co. Limerick","Male","Euro","581.89"
"Median Weekly Earnings","2015","Co. Limerick","Female","Euro","458.04"
"Median Weekly Earnings","2015","Co. Leitrim","Both sexes","Euro","488.03"
"Median Weekly Earnings","2015","Co. Leitrim","Male","Euro","515.48"
"Median Weekly Earnings","2015","Co. Leitrim","Female","Euro","463.42"
"Median Weekly Earnings","2015","Co. Laois","Both sexes","Euro","538.12"
"Median Weekly Earnings","2015","Co. Laois","Male","Euro","586.31"
"Median Weekly Earnings","2015","Co. Laois","Female","Euro","480.85"
"Median Weekly Earnings","2015","Co. Meath","Both sexes","Euro","564.06"
"Median Weekly Earnings","2015","Co. Meath","Male","Euro","634.6"
"Median Weekly Earnings","2015","Co. Meath","Female","Euro","489.71"
"Median Weekly Earnings","2015","Co. Monaghan","Both sexes","Euro","455.12"
"Median Weekly Earnings","2015","Co. Monaghan","Male","Euro","485.58"
"Median Weekly Earnings","2015","Co. Monaghan","Female","Euro","412.33"
"Median Weekly Earnings","2015","Co. Mayo","Both sexes","Euro","478.11"
"Median Weekly Earnings","2015","Co. Mayo","Male","Euro","526.57"
"Median Weekly Earnings","2015","Co. Mayo","Female","Euro","429.35"
"Median Weekly Earnings","2015","Co. Offaly","Both sexes","Euro","512.14"
"Median Weekly Earnings","2015","Co. Offaly","Male","Euro","558.19"
"Median Weekly Earnings","2015","Co. Offaly","Female","Euro","450.95"
"Median Weekly Earnings","2015","Co. Roscommon","Both sexes","Euro","508.68"
"Median Weekly Earnings","2015","Co. Roscommon","Male","Euro","550.06"
